3803.84	3.96477
3813.8	3.9729
3818.71	3.98435
3822.87	3.9781
3832.98	3.98431
3837.83	4.00562
3844.85	4.00583
3846.93	4.00557
3852.46	4.02883
3862.51	4.02877
3866.58	4.04289
3871.89	4.05365
3875.89	4.06327
3880.7	4.06465
3885.24	4.05849
3890.11	4.06677
3896.41	4.08161
3900.87	4.08755
3909.37	4.10131
3914.2	4.10832
3919.03	4.10905
3925.23	4.12297
3936.06	4.12913
3938.63	4.13404
3941.28	4.1328
3948.81	4.15326
3950.92	4.1514
3957.24	4.16959
3961.69	4.17153
3970.63	4.17597
3977.36	4.18458
3981.39	4.19085
3985.95	4.22402
3990.92	4.21579
3996.49	4.2157
4002.25	4.21267
4005.71	4.24902
4010.82	4.24183
4015	4.25691
4019.59	4.21084
4031.23	4.26901
4037.48	4.28314
4043.59	4.27545
4045.91	4.30337
4050.82	4.28285
4057.38	4.29848
4062.12	4.30625
4069.5	4.31515
4075.48	4.33527
4082.29	4.34526
4086.95	4.36246
4095.53	4.37477
4098.24	4.37852
4107.51	4.38802
4115.44	4.39956
4121.12	4.41336
4125.52	4.4249
4131.26	4.42287
4145.39	4.45613
4149.68	4.46762
4153.91	4.46012
4159.13	4.48214
4163.91	4.46984
4174.41	4.52609
4181.66	4.52565
4183.86	4.53067
4189.58	4.5587
4193.85	4.54735
4204.18	4.53779
4209.55	4.57134
4213.65	4.58115
4217.59	4.59489
4224.67	4.6058
4229.01	4.62304
4237.96	4.62134
4241.44	4.63571
4245.4	4.63449
4250.09	4.66037
4254.46	4.6462
4259.36	4.68542
4269.31	4.69461
4273.61	4.68118
4278.42	4.71865
4283.37	4.71808
4288.1	4.7251
4295.83	4.75796
4302.91	4.76251
4307.97	4.77835
4314.82	4.77747
4316.88	4.76961
4324.86	4.79575
4331.06	4.79319
4336.45	4.80989
4340.45	4.8308
4342.79	4.82754
4348.4	4.85113
4350.61	4.83345
4355.45	4.89318
4367.35	4.90382
4369.66	4.87625
4374.15	4.93096
4376.55	4.88561
4379.57	4.90719
4384.21	4.94721
4388.83	4.96397
4395.97	4.91975
4398.93	5.02668
4405.02	4.9729
4410.41	5.02635
4413.27	5.02291
4417.65	5.02567
4424.92	5.02548
4429.53	4.99475
4435.39	4.99454
4440.16	5.05987
4444.2	5.03924
4448.05	5.05359
4451.57	5.05874
4457.83	5.04332
4461.75	5.1189
4466.34	5.06062
4474.76	5.09682
4478.01	5.08611
4480.19	5.13306
4486.6	5.15196
4491.74	5.16102
4495.54	5.16577
4499.56	5.16843
4504.79	5.15263
4512.31	5.20718
4518.34	5.20979
4523.59	5.23776
4531.21	5.23495
4533.31	5.21674
4539.65	5.25977
4542.74	5.26309
4547.74	5.25867
4557.44	5.27655
4562.76	5.2773
4567.9	5.3091
4571.07	5.31452
4576.98	5.33878
4582.19	5.32422
4586.61	5.34933
4595.36	5.3623
4600.85	5.36803
4603.39	5.37821
4608.55	5.39765
4610.7	5.39618
4615.9	5.38819
4620.12	5.42956
4624.1	5.41876
4636.67	5.44046
4641.52	5.44653
4643.87	5.46792
4649.57	5.47822
4652.61	5.48552
4658.16	5.51239
4664.77	5.49433
4672.29	5.52249
4677.39	5.52141
4681.79	5.54743
4688.64	5.56095
4691.3	5.56055
4698.24	5.57482
4701.28	5.57435
4706.09	5.58758
4711.48	5.59233
4715.71	5.61259
4734.68	5.64089
4739.12	5.67862
4754.65	5.69133
4764.14	5.68729
4769.22	5.72475
4776.85	5.74601
4780.64	5.72215
4802.61	5.80594
4812.33	5.83105
4815.92	5.80708
4823.13	5.82317
4843.83	5.85964
4854.98	5.91127
4859	5.91599
4863.74	5.93493
4869.05	5.94
4875.09	5.96612
4881.58	5.9606
4887.47	5.93813
4889.79	5.97095
4895.75	6.01306
4898.04	5.99826
4902.12	6.01223
4907.05	6.02431
4917.39	6.02384
4922.44	6.03825
4926.18	6.05149
4929.76	6.05773
4934.97	6.05742
4937.01	6.09162
4943.34	6.09909
4949	6.09688
4955.18	6.12733
4959.52	6.11897
4965.6	6.14855
4969.3	6.15468
4974.38	6.18085
4979.45	6.17961
4984.41	6.18603
4988.71	6.20499
4995.6	6.19866
4998.05	6.22673
5002.91	6.23965
5009.33	6.2433
5012.66	6.26274
5017.22	6.27789
5022.08	6.27799
5028.93	6.31685
5035.4	6.28374
5038.29	6.31605
5045.16	6.336
5048.96	6.32844
5052.56	6.35806
5056.18	6.38374
5062.12	6.36952
5065.14	6.39466
5075.38	6.42822
5083.3	6.42897
5086.56	6.45731
5089.78	6.44667
5094.1	6.45619
5098.9	6.49909
5104.75	6.48877
5113.25	6.50753
5121.1	6.53402
5123.21	6.55816
5125.75	6.63472
5128.63	6.60534
5132.56	6.56579
5137.17	6.63484
5142.1	6.58661
5146.96	6.63516
5156.68	6.61211
5163.04	6.66256
5166.18	6.6131
5170.78	6.68996
5175.44	6.71928
5182.44	6.73105
5185.55	6.73886
5196.24	6.75486
5202.64	6.76104
5204.85	6.78288
5212.32	6.82526
5215.14	6.83823
5218.98	6.85028
5223.65	6.85559
5231.67	6.83894
5234.51	6.8811
5242.29	6.85284
5244.76	6.88171
5248.1	6.90484
5252.72	6.90484
5258.65	6.92215
5262.03	6.92319
5273.04	6.97372
5281.17	7.01385
5288.67	6.992
5290.84	7.01546
5295.85	7.05721
5300.5	7.05773
5304.99	7.06583
5316.08	7.05889
5321.41	7.09455
5324.11	7.116
5328.97	7.13916
5333.87	7.13962
5341.84	7.14013
5344.1	7.16336
5358.82	7.18798
5362.62	7.22455
5367.43	7.24056
5374.03	7.2302
5376.86	7.25326
5381.79	7.2431
5386.67	7.27208
5398.65	7.28764
