1440.27	1.33196
1444.41	1.304
1449.46	1.30468
1455	0.955111
1468.43	0.973954
1472.83	1.36409
1477.42	1.39382
1484.96	1.41293
1496.65	1.42988
1508.7	1.48232
1511.38	1.48624
1517.46	1.49955
1523.34	1.49904
1526.96	1.52893
1537.48	1.5295
1543.78	1.5253
1546.37	1.57022
1551.88	1.57677
1560.41	1.60639
1566.45	1.61194
1574.65	1.61381
1578.51	1.62828
1583.3	1.63668
1591.33	1.65863
1602.37	1.68517
1607.9	1.6719
1612.57	1.69332
1616.46	1.71864
1621.62	1.72546
1632.12	1.75076
1640.72	1.77055
1650.07	1.77296
1660.19	1.79051
1667.69	1.8027
1674.33	1.81413
1680.46	1.83456
1688.89	1.84775
1698.52	1.86545
1704.47	1.89035
1709.66	1.90151
1714.58	1.88714
1720.26	1.9159
1733.63	1.91833
1739.33	1.92904
1743	1.93746
1750.25	1.94305
1758.71	1.98366
1765.05	1.9891
1773.56	1.99857
1779.59	2.01563
1790.46	2.02929
1797.59	2.02992
1804.58	2.08916
1808.46	2.09755
1818.75	2.09982
1822.43	2.08422
1835.78	2.11759
1841.55	2.12886
1844.7	2.14207
1853.31	2.1668
1858.1	2.16794
1867.51	2.18151
1872.16	2.19211
1876.62	2.21625
1888.42	2.21606
1894.8	2.23521
1898.16	2.23961
1907.31	2.27227
1912.32	2.28552
1918.79	2.28099
1930.22	2.29483
1934.75	2.30578
1941.14	2.31548
1945.85	2.32765
1954.35	2.33091
1969.93	2.37689
1976.5	2.38085
1982.01	2.39402
1991.92	2.40387
2001.36	2.42662
2006.22	2.44225
2011.29	2.44237
2014.79	2.44639
2022.6	2.4605
2031.37	2.45896
2036.94	2.47741
2041.37	2.4891
2046.64	2.49325
2060.56	2.51103
2066.32	2.5148
2070.69	2.53892
2074.95	2.53021
2082.31	2.53959
2088.55	2.55146
2097.39	2.55638
2104.06	2.55745
2108.49	2.59135
2110.78	2.58778
2116.26	2.60837
2138.01	2.65536
2142.31	2.64152
2156.63	2.66802
2167.78	2.68477
2172.95	2.70118
2178.23	2.69464
2185.02	2.69827
2197.4	2.72018
2203.51	2.72468
2207.88	2.73583
2212.79	2.73763
2217.02	2.75013
2231	2.75072
2237.71	2.77625
2240.22	2.78594
2245.04	2.78703
2255.77	2.79216
2267.12	2.80851
2269.74	2.81306
2273.91	2.81641
2278.76	2.82702
2290.25	2.83968
2296.25	2.85262
2298.82	2.85296
2308.37	2.86915
2314.87	2.86863
2319.47	2.86946
2334.31	2.87761
2339.43	2.89684
2345.53	2.9064
2353.25	2.92118
2363.77	2.93003
2370.26	2.92146
2374.44	2.94402
2379.85	2.95475
2384.55	2.95502
2395.49	2.96485
2403.24	2.97384
2408.57	2.96529
2413.19	2.98502
2423.4	2.99613
2433.38	3.00408
2437.21	3.0088
2441.77	3.00406
2453.02	3.01258
2465.42	3.0374
2470.3	3.0372
2475.09	3.0372
2485.41	3.0372
2492.45	3.05532
2495.04	3.05947
2503.97	3.07219
2508.79	3.07999
2523.23	3.0757
2528.59	3.08546
2534.66	3.09856
2538.24	3.09845
2543.78	3.09851
2548.42	3.09844
2557.84	3.11544
2563.88	3.12202
2571.4	3.12774
2576.7	3.12805
2582.78	3.13621
2591.19	3.13615
2725.47	3.25278
2820.44	3.3102
2883.9	3.35092
2930.77	3.37611
2938.98	3.37642
2941.14	3.387
2947.32	3.38829
2950.31	3.38513
2954.78	3.38821
2967.65	3.38477
2970.16	3.39181
2974.96	3.39811
2980.45	3.38428
2985.33	3.39787
2990.72	3.39921
3000.05	3.39278
3007.64	3.4272
3012.48	3.41871
3017.12	3.40315
3023	3.41282
3033.16	3.42311
3038.14	3.43274
3041.44	3.43658
3045.93	3.42172
3050.72	3.47722
3055.54	3.43333
3060.55	3.43267
3072.65	3.42643
3075.07	3.43776
3077.55	3.45691
3080.07	3.45765
3087.03	3.45705
3091.55	3.45597
3099.05	3.45053
3105.48	3.44152
3108.76	3.47488
3113.41	3.47491
3117.87	3.47425
3124.9	3.4739
3133.67	3.47411
3137.14	3.47508
3145.41	3.47518
3147.74	3.47424
3154.8	3.47536
3166.15	3.51024
3173.49	3.51541
3180.11	3.51695
3185.28	3.52059
3190.98	3.4805
3197.37	3.47876
3202.53	3.51325
3206.14	3.51339
3209.02	3.51356
3214.07	3.51443
3218.99	3.51487
3224.68	3.54696
3233.08	3.54472
3235.49	3.54488
3238.2	3.54515
3242.99	3.54786
3247.74	3.55161
3252.62	3.55427
3257.53	3.54902
3266	3.54866
3271.88	3.55475
3276.24	3.55311
3283.06	3.55518
3286.19	3.55866
3293.28	3.55844
3302.27	3.55902
3305.21	3.57143
3310.69	3.59022
3315.89	3.58513
3319.66	3.59504
3328.59	3.59656
3333.04	3.60194
3337.19	3.6031
3341.54	3.60452
3346.65	3.60712
3350.45	3.60961
3355.27	3.61389
3366.22	3.61161
3370.97	3.6135
3376.68	3.6213
3378.88	3.60516
3382.11	3.62221
3387.97	3.62069
3400.67	3.6273
3405.24	3.64039
3409.46	3.63989
3415.17	3.64881
3425.47	3.64787
3432.65	3.64793
3435.97	3.65547
3439.66	3.64769
3444.32	3.65523
3447.9	3.65475
3454.72	3.65696
3462.25	3.6731
3472.21	3.67222
3476.38	3.67157
3478.81	3.66932
3482.61	3.67188
3487.92	3.68798
3497.88	3.69156
3503.83	3.69256
3508.33	3.69256
3516.04	3.6933
3522.14	3.69049
3534.62	3.71912
3536.56	3.72452
3543.62	3.71058
3546.01	3.71442
3549.78	3.71385
3555.34	3.72834
3566.56	3.72943
3572.35	3.73978
3574.73	3.72835
3579.8	3.74024
3583.07	3.74998
3589.12	3.75898
3593.45	3.75819
3603.12	3.76026
3607.36	3.77021
3612.81	3.78043
3616.97	3.76341
3621.48	3.78085
3631.07	3.79253
3635.9	3.79932
3641.74	3.80065
3645.37	3.80565
3650.36	3.80002
3659.79	3.79308
3666.88	3.82391
3673.31	3.81997
3675.46	3.81324
3679.11	3.83573
3689.97	3.83503
3699.67	3.85826
3705.29	3.85876
3709.54	3.8527
3712.73	3.85803
3717.85	3.87051
3723.85	3.87816
3733.02	3.88369
3736.51	3.87857
3741.97	3.89551
3746.29	3.89803
3751.96	3.91326
3759.76	3.91295
3768.26	3.92896
3771.28	3.92165
3778.95	3.92956
3781.2	3.93242
3784.58	3.94628
3791.14	3.95383
3796	3.95346
3799.31	3.96465
